timestamp,status,response_time_ms,http_code
1776116835031,up,278,200
1776116836555,up,360,200
1776116838272,up,131,200
1776116839454,up,106,200
1776116840592,up,87,200
1776116841722,up,170,200
1776116842985,up,62,200
1776116844078,up,43,200
1776116845158,up,59,200
1776116846266,up,39,200
1776116847338,up,69,200
1776116848465,up,224,200
1776116849722,up,80,200
1776116850869,down,5002,000
1776116856911,down,5002,000
1776116862998,down,5013,000
1776116869723,down,5001,000
1776116875889,down,5001,000
1776116881930,up,4410,200
1776116887432,up,1916,200
1776116890394,up,2335,200
1776116893803,up,2956,200
1776116897806,up,4980,200
1776116903822,up,1336,200
1776116906217,up,668,200
1776116907933,down,5002,000
1776116914028,down,5002,000
1776116921456,down,5002,000
1776116927771,down,5001,000
1776116933922,down,5001,000
1776116940983,down,5001,000
1776116947799,down,5000,000
1776116955171,down,5005,000
1776116961223,down,5001,000
